category,title_ar,title_en,slug,active_period,school,status,note
thinkers,ماكس كلايتون,G. Max Clayton,thk-mclayton,1970-2010,السيكودراما والسوسيومتري,VERIFIED,Confirmed Australian/NZ psychodrama trainer
thinkers,ماري إيلين كوبلاند,Mary Ellen Copeland,thk-mcopeland,1997-2021,br-peer-support,VERIFIED,Confirmed creator of WRAP
thinkers,ميهايلي تشيكسنتميهالي,Mihaly Csikszentmihalyi,thk-mcsik,1975-2021,علم النفس الإيجابي (Seligman),VERIFIED,Confirmed father of flow
thinkers,ميدارد بوس,Medard Boss,thk-medardboss,1946-1990,المدرسة الوجودية,VERIFIED,Confirmed founder of Daseinsanalysis
thinkers,ميلاني سيغال,Melanie Segall,thk-melanie-segall,2010,التنويم الذاتي,UNCERTAIN,No confirmation found
thinkers,ميليسا شيفر,Melissa Schaefer,thk-melissaschaefer,2010,br-mst,UNCERTAIN,No confirmation found
thinkers,مارلي فاركاش,Marianne Farkas,thk-mfarkas,1980-2020,br-psychiatric-rehabilitation,VERIFIED,Name corrected to Marianne Farkas
thinkers,ماريون فورغاتش,Marion S. Forgatch,thk-mforgatch,1980-2020,PMTO (نموذج أوريغون لتدريب الوالدين),VERIFIED,Confirmed developer of PMTO
thinkers,ماري جيرغِن,Mary Gergen,thk-mgergen,1985-2020,علم النفس النقدي,VERIFIED,Confirmed social constructionist
thinkers,مارك غولد,Marc B. Gold,thk-mgold,1967-1982,br-psychiatric-vocational-rehab,VERIFIED,Confirmed Try Another Way creator
thinkers,ماريا غوموري,Maria Gomori,thk-mgomori,1981-2012,نموذج ساتير للنمو,VERIFIED,Confirmed Satir collaborator
thinkers,ماكسين هاريس,Maxine Harris,thk-mharris,1985-2020,br-case-management,VERIFIED,Confirmed case management researcher
thinkers,مارغريت هيكي,Margaret Hickey,thk-mhickey,1990-2020,CBCT,UNCERTAIN,No confirmation
thinkers,ميتشيو هوسوكاوا,Michio Hosokawa,thk-mhosokawa,1975,علاج موريتا,UNCERTAIN,No confirmation; Morita founder is Shoma Morita
thinkers,مايكل ف. هويت,Michael F. Hoyt,thk-mhoyt,1980-2020,br-single-session-therapy,VERIFIED,Confirmed SST originator
thinkers,مايكل ديرمر,Michael Der Meer,thk-michael-derm,2005,تقنية ألكسندر,UNCERTAIN,No confirmation
thinkers,مايكل غوثري,Michael Guthrie,thk-michael-guthrie,2012,العلاج الديناميكي البيني القصير (DIT),UNCERTAIN,No confirmation
thinkers,مايكل يارب,Michael Yapko,thk-michael-yarp,1980-present,التنويم الإريكسوني,VERIFIED,Confirmed Ericksonian hypnosis figure
thinkers,مايكل سويتنغ,Michael Sweeting,thk-michaelsweeting,1990,Te Whare Tapa Whā,UNCERTAIN,No confirmation; founder is Mason Durie
thinkers,ميتشيو ميزونو,Michio Mizuno,thk-michio-mizuno,1960,علاج نايكان,UNCERTAIN,No confirmation; founder is Ishin Yoshimoto
thinkers,ماري هيلين إيموردينو-يانغ,Mary Helen Immordino-Yang,thk-mimordino-yang,2005-present,br-affective-neuroscience-informed,VERIFIED,Confirmed USC affective neuroscience professor
thinkers,لي مينغ شنغ,Li Mingsheng,thk-mingshengli,2010,الطاوية المعرفية,UNCERTAIN,No confirmation
thinkers,مينو بولين,Mino Paulin,thk-minopaulin,2000,العلاج الحسي-الحركي,UNCERTAIN,No confirmation
thinkers,مين سونغ-كيل,Sung Kil Min,thk-minsungkil,1977-2010,علاج الهوابيونغ,VERIFIED,Confirmed hwabyung researcher
thinkers,ماثيو جونسون,Matthew W. Johnson,thk-mjohnson,2004-2025,العلاج بمساعدة psilocybin,VERIFIED,Confirmed Johns Hopkins psilocybin researcher
thinkers,مارك كيرن,Marc Kern,thk-mkern,2010,علاج التبعية-السلطة (SAR),VERIFIED,Confirmed real addiction clinician
thinkers,مايكل كير,Michael E. Kerr,thk-mkerr,1975-2020,العلاج الأسري السياقي متعدد الأجيال,VERIFIED,Confirmed Bowen Center director emeritus
